RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Pan Pita;5 unidades. Pan pita hecho de harina, agua y sal
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Babaghanush;70 grs de babaghanush con pasta de berenjena asada y ahumada con tahine
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Kube Relleno Frito;2 unidades. Kube relleno con bolitas de carne con burgol fritos, rellenos con pin
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Tabolue;75 g de mezcla de perejil, tomate, burgol, cibolette, limón y aceite oliva
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Hummus;Pasta de garbanzo cocido y tahine. 70 gr.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Kubbe Crudo;2 bolitas de carne vacuno magra con burgol, aceite oliva y especies árabe.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Repollitos;4 Hojas de repollo blanqueadas rellenas de arroz con carne, especies árabes
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Zapallo;2 unidades de zapallo italiano relleno de arroz con carne de vacuno, especies árabes
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Falafel;6 croquetas de falafel
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Salsa Grande;Salsa a elección
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Salsa Chica;Salsa a elección
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Ruz Porción de Arroz Árabe;Arroz árabe acompañado de especias.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Ají Relleno;2 unidades de ají verde chileno relleno de arroz y carne vacuno (grado 1 de 3)
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Papas;2 Unidades. papa cocida y dorada, rellena de arroz con carne. .
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Hojas Vegetarianas (Yalanyi);Hojas de parra rrellenas de arroz, garbanzo, pimentos y especias arabes.(4 und).
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Ensalada César Pollo;Ensalada con base de lechuga y espinaca, pechuga de pollo a la plancha, zanahoria, crutons de pita y queso parmesano.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Ensalada César Atún;Ensalada con base de lechuga y atún, espinaca, crutons de pita y queso parmesano.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Ensalada Cesar Camarón;Ensalada con camarones, base de lechuga y espinaca, zanahoria, crutons de pita y queso parmesano.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Ensalada Greek;Ensalada con pechuga de pollo a la plancha, base de lechuga, palta, aceitunas y queso blanco.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Ensalada Veggie;Ensalada con base de lechuga, choclo, crutons, queso blanco, palmitos y palta hass.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Cesar Shawarma;Tierna base de lechuga y espinaca, acompañada de filetes de carne a la espada, zanahoria, crutones de pita, parmesano.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Taboule;Mezcla de Perejil, tomate, burgol, ciboulette, limón y aceite de oliva, por 230 gr.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Kabab Al Plato;Carne molida con perejil y cebolla, arroz árabe, ensalada de lechuga, tomate, zanahoria, salsa yoghurt/ciboulette.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Pollo Al Plato;Pollo a la plancha, arroz árabe, ensalada de lechuga, tomate, zanahoria, salsa yoghurt/ciboulette.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Falafel Al Plato;Falafel con croquetas de legumbre fritas, arroz árabe, ensalada de lechuga, tomate, zanahoria, salsa yoghurt/ciboulette.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Shawarma Al Plato;Carne vacuno a la espada, arroz árabe, ensalada de lechuga, tomate, zanahoria, salsa yoghurt/ciboulette.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Mixto Grande;1 papa, 1 zapallo o ají, 1 kubbe crudo, 6 hojas de parra, 2 kebab, 2 falafel, 1 salsa.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Habibi;2 papas, 2 ají relleno y 2 zapallos, 6 kabab, 3 kubbe, 6 repollo, 12 hojas de parra, 10 falafel, hummus chico,  3 pitas, salsa grande. 3 a 4 personas.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Chickpeas;Chickpeas, porción de hummus, carne de shawarma y 2 pitas.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Mixto Chico;1 papa, 1 zapallo o 1 aji,2 kabab, 6 hojas de parra, 2 falafel y 1 salsa.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Tabla Machnun;4 papas, 4 zapallos y 2 ají, 14 hojas de parra, 12 falafel, 8 repollos, 8 kabab, 5 kubbe fritos o crudos, 5 pan pita, hummus 250 g, 2 salsas grandes. .
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Tabla Sahara;2 papas, 2 zapallos o 2 ajies, 8 hojas de parra, 6 falafel, 4 kabab, 4 repollos 2 kubbe frito .Y 1 salsa grande. Tabla para 2 a 3 personas.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Caja Cocktail;Dulces árabes de mil hojas relleno con nueces y pistacho. 8 unidades variadas.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Dulce Personal;Dulces Árabes por 2 unidades.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Schewppes Normal 354 ml;Ginger ale.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Benedictino Sin Gas 500 ml;Agua
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Agua de Sabor Guallarauco;Aguas de sabor .
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Benedictino con Gas 500 ml;Agua
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Benedictino con Gas 1.5 l;Agua
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Benedictino Sin Gas 1.5 l;Agua
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Fanta Sin Azúcar 350 ml;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Coca-Cola Original 350 ml;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Coca-Cola Sabor Original 1,5 L;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Corona 355 ml;Cerveza
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Nordic Mist Ginger Ale Zero 1.5 l;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Sprite Sin Azúcarr 1,5 l;Gaseosa
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Sprite 1.5 l;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Fanta Sin Azúcar 1.5 l;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Coca-Cola Sin Azúcar 1.5 l;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Coca Cola Sabor Original 1,5 l;1,5 L
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Sprite Zero Lata 350 ml;-
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Sprite 350 ml;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Cerveza Cusqueña 3 cl.;Cerveza Golden lager
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Corona Extra 33 Cl;Cerveza rubia.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Coca-Cola Sin Azúcar 350 ml;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Cusqueña Trigo 330 ml;Cerveza
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Schweppes Zero 354 ml;Ginger ale.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Vital Sin Gas 330 ml;Agua
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Kem Piña 350 ml;Bebida
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Cachantun con Gas 500 ml;Agua
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Combo Kubbe;Sándwich Big con proteína a elección, lechuga, tomate, perejil, tahine, 6 kubbe, salsa yogurt-ciboulette
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Combo Falafel y dulce;Pita clasic rellena de falafel, tomate, lechuga, perejil, salsa tahine y hummus, dulce arabe, bebida 350 ml a elección
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Combo Chicken y Dulce;Chicken clasic, filetes de pollo a la espada, tomate, lechuga, perejil y salsa tahine, dulce arabe, bebida 350 ml a elección.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Dulce Personal;Dulces Árabes por 2 unidades.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Caja Cocktail;Dulces árabes de mil hojas relleno con nueces y pistacho. 8 unidades variadas.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Promo Rappi;Samurai tempura y avocado tempura en palta.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;NiuParaTodos;Frutilla roll, hot tonkatsu, tropical roll, tori crispy.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Hit para 2 Especial;Avocado tempura en palta, samurai tempura, sashimi de salmón (4 cortes).
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Hit para 2 Premium;Tori panko, acevichado camarón, almond roll en palta.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Hit para 4 Especial;Tori panko, avocado tempura en palta, special niu en palta, coreano furai, tari crispy, california tori furai en sésamo.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Hit para 4 Premium;Teriyaki wantan (5 unidades), almond furai, samurai tempura, tori tempura, sake nikkei, spicy tempura.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Hit para 6 Especial;Sashimi de salmón (7 cortes), tempura tuna nikkei, tempura ebi cheese, samurai tempura, hot salmón, almond roll en palta, almond white, tori crispy.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Hit para 6 Premium;Empanaditas niu de camarón (5 unidades), california niu en sésamo, ebi oriental (sin arroz), avocado cheese roll en palta, acevichado camarón, samurai.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Gyozas de Cerdo;Gyozas al vapor, preparadas con cerdo, 5 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Gyozas de Pollo;Gyozas al vapor, preparadas con pollo, 5 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Gyozas de Verdura;Gyozas al vapor, preparadas con carne de soya, 5 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Gyozas de Camarón;Gyozas al vapor, preparadas con camarones, 5 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Camarones Niu;Camarones apanados en panko con gajos de limón sútil, acompañados de salsa teriyaki y ta.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Tori Furai;Pollo en trozos apanados en panko y sésamo, servidos con salsa teriyaki.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Wantan Niu;Masas de wantán rellenas con camarón, queso crema y cebollín. (5 porciones)
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Tori Balls;Bolitas de pollo con queso crema, apanadas y acompañadas con salsa especial.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Empanaditas Niu Camaron;Mini empanadas, rellenas de camarón, queso mantecoso y ciboulette, 5 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Gohan;Arroz blanco preparado.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Yakimeshi Especial;Arroz salteado con pollo, verduras y camarón.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Mozarella Ebi Furai;Camarón ecuatoriano, relleno con mozzarella, apanado en panko y acompañado de salsa especial, 5 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Yakimeshi;Arroz salteado con pollo y verduras.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Crab Ahumado;Roll relleno de camarón furai, envuelto en palta, cubierto con crab tartar, pepino, ciboulette y acevichada ahumada, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Hot Salmón;Roll relleno de salmón apanado, queso crema, palta, envuelto en palta, servido con salsa tari y unagui, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Almond Roll;Roll relleno de pollo, queso crema, almendras tostadas y envoltura a elegir, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Special Niu;Roll relleno de camarón furai, salmón, cebollín y envuelto en palta, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Teriyaki Roll;Roll relleno de camarón, queso crema, cebollín envuelto en palta, cubierto con cubos de pollo teriyaki y sésamo, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Gratinado Sake;Roll relleno de camarón furai, palta, envuelto en salmón gratinado y salsa unagui, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Dragon Roll;Roll relleno de camarón tempura, queso crema, cebollín, cubierto en mixto de palta y atún, sésamo, masago y salsa acevichada, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Sake Tuna;Roll relleno de salmón, atún, queso crema, palta, envuelto en palta,  8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Furai White;Roll relleno de camarón furai, palta y cebollín envuelto en queso crema y salsa unagui, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Tori Crispy;Rollo relleno de pollo furai, queso crema, cebollín, envuelto en palta y cubierto de papas hilo, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Niu Cheese Roll;Roll relleno de salmón, camarón, queso crema y envoltura a elegir, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Chimichurri Gratinado;Roll relleno de1 ingrediente a elegir, palta, envuelto en queso crema, chimichurri, salsa unagui y papas hilo, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Spicy Tempura;Roll relleno de camarón tempura, salsa spicy, queso crema, cebollín y envoltura a elegir, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Avocado Tempura;Roll relleno de camarón tempura, queso crema, palta y envoltura a elegir, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Ebi Cheese Roll;Roll relleno de camarón, queso crema, palta y envoltura a elegir, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Avocado Cheese Roll;Roll relleno de salmón, palta, queso crema y envoltura a elegir, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Almond White;Pollo teriyaki, almendras, palta, envuelto en queso crema y salsa unagui.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Ebi Roll;Camarón, palta envuelto en palta, salmón mixto o crispys.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Tori Roll;Pollo teriyaki, palta envuelto en palta, salmón, mixto o crispys.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Dragon Roll;Camarón tempura, queso crema, cebollín cubierto en mixto de palta y atún, sésamo, masago y salsa acevichada.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Niu Roll;Salmón, camarón envuelto en palta, salmón, mixto o crispys.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Avocado Roll;Salmón, palta envuelto en palta, salmón mixto o crispys	.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Tropical Roll;Camarón furai, palta, queso crema, envuelto en salmón gratinado y salsa de maracuyá.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Tropical White;Salmón, palta, envuelto en queso crema gratinado y salsa de maracuyá.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Frutilla Roll;Salmón, queso crema, frutilla, envuelto en salmón, láminas de frutilla y salsa unagui.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Komodo Roll;Camarón furai, atún, palta, envuelto en palta, salsa acevichada, salsa unagui y láminas de jalapeño tempura.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Spicy Surimi;Tartar de surimi crab spicy, palta, cebollín envuelto en palta, salsa tari, chichimi y láminas de jalapeño tempura.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Coreano Furai;Roll relleno de pollo furai, queso crema, cebollín, envuelto en panko, salsa coreana gratinada y salsa unagui, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Doble Queso Tempura;Roll relleno de camarón furai, queso mantecoso, queso crema, ciboulette, apanado en panko, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Sake Wantán;Roll relleno de salmón, queso crema, cebollín, envuelto en palta tempurizada, acevichada ahumada, ciboulette y chips de wantán, 8 porciones.
Niu Sushi;Av. La Dehesa 1201, Lo Barnechea, Santiago, Región Metropolitana, Chile;Crab Ahumado Tempura;Roll relleno de salmón, palta envuelto en nori tempurizado, cubierto con crab tartar, pepino, ciboulette y acevichada ahumada, 8 porciones.
